Rating,Reviews
2,"Yes another live album, but this is diferent....."
2,Is Good
2,Unbelievable
2,Our gritty female ancestors were amazing!
2,Possibly Gabriel's best solo work
2,Fantastic SACD
2,What a great 80's movie
1,girls just want to have fun
1,fake product
2,A Keeper
1,"Truth or Hype, Mr. Keppel?"
1,Save your money unless you like pain
1,There is no such thing as out smarting wall street!!
2,Great Gun
1,It was a great finish nailer unitl it broke.
1,Didn't work with Windows XP
1,Product does not work with windows XP
2,AWESOME
2,A good look of life at the opening of the frontier
2,Book club selection.
1,Cheap made product
1,Broke After a Few Months
1,this player [stinks]
1,Very disappointed.
1,Terrible product
1,Luke-warm outline of a great American's life.
2,A Brilliant Catalog of Psychological Disorders
1,Another Cheryl cullen disappointment
2,Heed my advice!!!
1,Broken Drivers for Windows XP
2,"Earth Crisis said ""All Out War!"""
1,"Keys Unresponsive, would not respond to keystrokes..."
2,Has lasted years and passed on from older brother to little brother.
2,Elvira Madigan
2,goo product
2,Good quality
2,Magnet mount antennas
2,Still Great
2,Time really is on their side.
1,Spare yourself the agony and rent Chinatown instead
1,Shapeless sack
2,Great Movie
1,Too small
1,ESSAYS OF FRANCIS BACON (LARGE PRINT)
2,Computer gamer
1,A Negative Tren
1,Henryk Sienkiewicz Trilogy box
1,Read the books...skip the movie.
1,How to Handcolor like a Hallmark Artist.
2,You Must Listene to This CD
1,Worst Dragonlance Book I Ever Read
2,It's Kim Carnes!!
2,Open the Door
2,My Fave Album Of All Time
1,Portable red flashlight
2,Waechtersbach KIWI plates.
2,The Endearing Honesty of A Woman's Life
2,I cant believe more people dont know this band
2,Fun History
1,Check out before you buy
1,NO!NO!NO!
1,Get with the times
1,Worthless
2,The Best Wisdom Poetry Of Our Age
2,"Could've used more guitar, but still good"
2,LOVE this cookbook! Great old-fashioned recipes
2,Remember from my childhood
2,Christmas all year
2,Betty Crocker Cooky Book
2,A FAMILY TREASURE
2,Good stuff
2,DS RULEZ!
1,They sounded better in their debut
2,DOLPH LUNDGREN ROCKS!!!!!!!!!
1,Only got the NT for luke
2,The funniest movie about the 60s ever
2,"Excelente, como todos los libros de Ã©l."
1,I'm sure it's useful if you could read the print!!
1,Not complete does not offer the original word next to the Translation
2,Struggles with Faith
2,"The Complete Idiot's Guide to Online Genealogy, Second Edition"
2,Miseducation is an impressive show of Lauryn's talents
1,last reviewers info
2,A blend of beauty and magic!
2,Classic Lauren
2,Lauren you're the best and keep getting better
1,Simultaneously pretentious and moronic
2,Lauryn Hill is an exceptional music artist.
1,"A decent album, I've heard a lot better though..."
2,This Lauryn Hill at her best.
2,Individuality coupled with Tradition
1,I would give it no stars if it was available!!
1,i would have givin it less!!!!!!
1,not even 1 star
1,I laughed hard when I heard about her Medusa snake-hairstyle
1,What is the big fuss about!!
1,I HATE RAPP
2,Great CD
2,Greatest of all times.
2,Real Hip-Hop flava from a really tight artist...
2,Very Good
1,Drags
2,I'll NEVER buy another Creative Card
1,horrible
1,What a Shame
2,How can something so simple be so complexly beautiful?
1,Why did I waste my $$$$$?
1,Buy another laminator
1,Everybody Bombs Now And Then
2,Great science videos.
1,rip off - crooks
1,Stream of Consciousness style detracts from value
2,worth watching from start to finish
1,Ouch
1,The worst subtitles awards goes to...
2,Soap!
2,"Good book, but..."
1,A fine game once - but it will not run on modern Macs
2,Portable Thoreau
1,Oh Please!
2,ALL ARISE! THE HONORABLE JUDGE GRISHAM IS BACK!
1,The Last Juror
1,Very disappointing
1,boring
1,WORST BOOK TO ME; OTHERS FIND IT BEST.
1,If You Want to Read About Small Town Living
1,"Grisham's not so stunning ""comeback"""
1,"Fast reading, barely worth it"
1,But....!
1,The Man has lost it
1,What a disappointment!
1,The worst Grisham book out there!!!
1,fast to slow page turner
2,A Character Study
2,"A fun, fast read..."
1,ZZZZZZZZZZZZZZZZZ (What a snoozer)
1,Definitely not his best work
1,This is the worst book he has ever written
1,Grisham has lost his touch....
1,Last Juror
2,Can't Go Wrong!
2,great
1,It tries and tries...
2,Excellent film!
1,OMG WHY DID WE EVER THINK THIS RAP WAS COOL?!
2,Call Home Mr. Hart and tell your Mother...........
2,Yellow Cab Fever!
1,ha ha jay!!! This film is crap
2,"Classic mystery, no major flaws"
2,Death at a Funeral
2,Funny Movie
1,Offbeat Humor
1,Passengers - Blu-ray Info
2,great plot twist
1,"Painfully dull, poorly written rip-off *SPOILERS*"
2,Ukrainian Tenor in later life
2,Learn CSS In Record Time
1,5 editors and a proofreader walk into a bar...
1,service engine light
1,I should have believed the other reviewers...
1,Too poppy
2,Let it Open Up
1,bad
2,If I'm dreaming all my life....
2,Loved it!
2,K&N air filter
2,good breather
2,A great filter that gave me extra power
2,Good Purchase Experience
2,Great price
2,Not great but is okay
1,Didn't fit properly.
2,K&N's for every ride I own...
1,Wouldn't work
1,not heavy duty!
1,Don't Buy This!
1,mediocre
1,This is NOT the SHELL SEEKERS
1,quiet. then loud.
1,delta sigma book
2,Fun to dance to
1,One of the Top Ten Worst Movies of All Time
1,Poorly Done!
2,"Short stories for philosophers, literature snobs, and lovers of the unusual"
1,Can you say cardboard with cheese flavor
2,Personal and universal
1,"Drew Barrymore has made her ""opps!"" movie once again"
1,BORING!! But barley okey
1,Home Fired!
2,Best TV Series EVER EVER EVER EVER EVER
2,Great Art based on Great Art
2,it doesn't ever get better than this...
1,Brides head revisited
1,Blu-Ray version washed out and colorless
2,As wonderful as I remembered it!
1,Bird is always bird
1,Beware of Seller
2,A good starter book to help focus on WWII books of interest
2,Schiller
1,What a disappointment...
2,YesYore
1,NOT ORIGINAL ARTISTS
2,Barbara Crampton looks great in leather!
1,I'm unhappy !!!!
2,Fantastic but
2,Pure magic
2,A truly magical book
1,Trite and predictable
1,A big disappointment
1,Catastrophic Hissy Fit
1,POLITICAL ONLY
1,Terrible
1,A Rambling Mess
1,Movie better than the book
1,Stay as a Blogger
1,Profanity detracts from material
1,too much julie not enough julia
1,Don't Buy This Just Because You Liked the Blog
1,I did not like this book
1,Don't waste your time or money on this awful book!
1,I tried
1,"Narcissistic Hipsters Should Cook, Not Write"
1,disappointing
1,Just OK
1,Horrible Recipes Made Bearable
1,Don't waste your money
1,"Ick, Ick, Ick"
1,I bought this for a laugh...
2,Must Have for Newborns
1,Simply put - does not work
1,Not for Baby Houdinis!
1,worse than a straight jacket
2,helps baby sleep better!
1,Too big
1,"Ok, but there are better swaddlers"
1,Keep it tight!
2,nice gift
2,SMALLER than what it says on the prod description.
2,oil rubbed door knobs
2,look nice
1,Never arrived
1,Made in China; that says it all!
1,N.G. For TIVO
1,i dont know if it works...
1,Doesn't work and very frustrating
1,Doesn't work and merchant won't allow returns
1,Wow! What a piece of junk!
1,Don't waste your money!
2,Delicious
2,We all love this!
1,No Mre sequals!
1,Big Fat Letdown
1,I wanted to like it I really did!
2,Spiderman 2: Grade A+
2,Great movie!
1,Marketing really does work.
1,smallville anyone?
2,Spider 2 Strikes Gold!
1,Don't listen to the other reviewers it sucked!
2,Very awesome<3
1,Awful - Nearly Painful
1,Not that Good
2,"good, but the first was better"
2,Better than the first
2,Great price!
2,best hdmi player
2,Build Better Than Expected
1,Would be great if I could watch it
2,Wilbur Smith at his best
2,"Excellent reading, but not perfect"
1,"A trashy, macho bodice-ripper for guys."
2,Fundamentals of Management
2,Well organized and easy to understand
2,So cute monogrammed!
2,Follett's Guide to Usage
2,"If you like the classics, then why not?"
1,"No ""Classics""... RIP OFF"
1,get your money back
2,Christmas Classics
2,Clasic Christmas Favorites
1,no little drummer boy 2
2,....And I'm Not a Stephen King FAN!!!!
2,Should become a comedy classic
2,Charlie
1,One good song
1,Predictable an uninspired.
1,"A long wait for ""Enh!"" (yuk)"
2,You lose all cred ripping someone a new 'A' when you can't spell and make grammatical errors
2,A Soothing Voice In a Chaotic World
2,Amarantine: More of the Good Same.
2,Whyte Weaves Wonders
2,Worth Every Penny!
1,This doesnt do rage credit
2,Looking Backward
1,"boring, boring, boring"
2,Very Informative and Helpful
1,Larry Garfield is compared to?
2,Great speech by Larry at the end!
2,Love having a female hero
2,Saw the TV show? Read the book.
2,Great transmitter but not universal
1,"cant rate, don't work"
1,Read carefully before you purchase from Amazon - see below comments
2,"It's good, not great. About right for the price."
1,Don't Waste Your Money
1,Doesn't work!
1,Disapointing
2,It works
2,A reading escape
2,A knockout ride of a thriller.
2,theres a new sherriff in town!!
2,Reference Quality Blu-Ray Picture
2,A movie that as it all!
2,A surprisingly good adaptation
1,Not Asimov material
1,"Oh, how stupid can they be?"
2,"I, Robot"
1,Review is specific for this combo pack more than the movie
1,Not Even The Same Story As The Book!!!
1,Ugh! What a travesty that this book was published!
2,Maybe 3 and 1/2 Stars
2,terrific
2,A peppy lil guy that gets the job done!
1,For Those Who Like Intellectual Jibberish
2,After all it is Poe
2,Lullabies to paralyze
1,Flummery
2,Water Filter
2,Best Steak Seasoning Ever
2,my mistake
2,Nice to share
2,Great little journal
2,This is great!
1,"Excellent Adventure, but way Bogus Journey"
1,"Bogus, package labeled correctly"
1,WORST FREAKING MOVIE EVER FREAKIING CREATED
2,Funny! Funny! Funny!
1,That Boy Mike Jones Is A Fake Man
1,Way Too Small For Anything but the Camera
1,Did not live up to expectations
1,Long and allegorical
2,Any Fan will be happy.
2,what's up w/ Jarrett
2,Nice supplement to study Meisner work.
2,A way to understand the language of film.
1,"Nope, not worth it"
2,Siempre hay que tener 2 baterÃ­as
2,Works Great
1,bleh
2,Nice album for the sad times
1,DO NOT BUY THIS EDITION
1,"Good movie, terrible DVD"
1,DEFECTIVE PRODUCT
2,Detour
2,Great book
2,Path to integrity
2,Insight into the spiritual ideals of the Samurai
2,Love This Mat
2,Best Value for the $$$
1,One-Sided and incomplete
2,I bought it by mistake.
1,Not So Great...
2,Touching tale of committment and love.
2,On time and new as described
1,no accolades here
2,Unique Subject Matter
1,Poor
1,Neither Savage or Sensuous
1,Greek
2,"Great book, great information, great photographer!"
2,A Good Resource Book
1,College book
2,Run a full size smaller - but toasty warm
1,do not order these
2,Warm but less than perfect
2,Good Christmas Present
1,Almost a whole size too small
2,Great for the price.
2,Fixed more than Our Table Issues (no doubt!)
2,Widge
1,Bad product.
1,decent products - awful technical support
1,Waste of Time.
2,Great look at the feastival!
2,Loved This Book!
2,Box Of Hair
1,Poor performance
1,Terrible packaging
1,Stupid Amazon Return Policy
1,LWatLA
1,Dell 700/710m laptop owner beware
1,Alan Moore's writing for comics
2,How to create comics from the man who changed them.
2,love this book
2,My Great Aunt Arizona
2,"Great, so where is it now?"
1,Title is misleading!!!!
2,"Olivia, the vocalist"
1,Just plane bad cap.
1,Best Data 56K USB Modem Macintosh
1,Not worth the title 'junk'
2,James Last Tango
2,The day the world came to town
2,A different look at 9/11
2,They work!
2,My 2 year old literally took his breath away he was so excited!!
2,Mom of twins equals needs something durable!
1,fair towards midland
1,This light absolutely sucks
1,Book Critic2
2,"And most important, my wife likes it...."
1,"A word of warning to ""jazz"" fans"
2,X-Pulse
1,Newbie
1,Ow!
1,Print version has no industry information like the older version. Not worth subscribing if you are in the industry.
1,WHY....GOD WHY???
1,"DO Not Buy, Do Not Buy"
2,Steve Au
2,last recordng by the best sax player of his generation
2,Love it.
1,unbalanced
2,These are gorgeous!
1,Disappointing
1,Too Small
2,Great price fast shipping
1,gets dry very quickly
1,very very bad customer service and a totally rib off!!!
1,it breaks easier
2,"Exelent, real diference"
2,Album of the Millenium.....so far!
2,Good Finale
2,"Weird, But Good Book"
2,The prequel to Flowers in the Attic
1,shirt fine company is a junk mailer
1,Very disappointing
1,"Poor Graphics, Cheap animation."
2,Worthy Software Game!
2,ZooTycoon Rocks!!
2,Works fine at half the price
2,No kidding
1,Don't be fooled!
2,Dain Curse in full
2,Excellent Resource
1,AWEFUL!!!!!!!!!!!!!!!!!!!!!!!!!!!
1,Helpful but full of mistakes
1,Kindle Version Must Be Beta
1,what can I use to upgrade...???
1,DON'T WASTE YOUR MONEY
1,"There is more ""Bad"" about this DVD than just Religion."
1,Disappointed - they tricked me
2,Truely awsome
2,great A/V RECIEVER
1,Unimpressed
2,A breath of fresh air!
2,"Good product, good value"
2,Outstanding noise canceling
2,Noise Cancelling Earphones
1,Couldn't even finish this one
2,Mixing historical with fictional fill-in interesting
2,Great
1,Don't expect to pass the exam!!
1,"Really Poor Product, maybe it was just mine"
2,The tweezer of tweezers
